,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,browser,browserSize,browserVersion,deviceCategory,flashVersion,isMobile,language,mobileDeviceBranding,mobileDeviceInfo,mobileDeviceMarketingName,mobileDeviceModel,mobileInputSelector,operatingSystem,operatingSystemVersion,screenColors,screenResolution,city,cityId,continent,country,latitude,longitude,metro,networkDomain,networkLocation,region,subContinent,bounces,hits,newVisits,pageviews,transactionRevenue,visits,adContent,adwordsClickInfo.adNetworkType,adwordsClickInfo.criteriaParameters,adwordsClickInfo.gclId,adwordsClickInfo.isVideoAd,adwordsClickInfo.page,adwordsClickInfo.slot,campaign,isTrueDirect,keyword,medium,referralPath,source,campaignCode
44054,Referral,20161213,5921955043410577506,5921955043410577506_1481679661,Not Socially Engaged,1481679661,1,2016-12-14 01:41:01,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,com.tw,not available in demo dataset,California,Northern America,,30,1,22,40760000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44074,Organic Search,20161213,8304708431281283442,8304708431281283442_1481649814,Not Socially Engaged,1481649814,3,2016-12-13 17:23:34,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,34,,30,23990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
44075,Paid Search,20161213,9843808262868142262,9843808262868142262_1481692346,Not Socially Engaged,1481692346,2,2016-12-14 05:12:26,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,34,,30,8990000,1,,Google Search,not available in demo dataset,Cj0KEQiA1b7CBRDjmIPL4u-Zy6gBEiQAsJhTMK6d9RwM5xPBaEuXrAFmA7qyR0l0G9_S6kFs65U4iSQaAlv28P8HAQ,0,1,Top,AW - Dynamic Search Ads Whole Site,-1,6qEhsCssdK0z36ri,cpc,,google,unknown
44077,Referral,20161213,3450551762764650398,3450551762764650398_1481687118,Not Socially Engaged,1481687118,1,2016-12-14 03:45:18,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,rr.com,not available in demo dataset,New York,Northern America,,34,1,28,10780000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44078,Referral,20161213,1268621517820517686,1268621517820517686_1481644869,Not Socially Engaged,1481644869,1,2016-12-13 16:01:09,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,34,1,27,45570000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44081,Organic Search,20161213,4785301051218469370,4785301051218469370_1481634667,Not Socially Engaged,1481634667,1,2016-12-13 13:11:07,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,35,1,29,122960000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
44086,Referral,20161213,6965114057791256341,6965114057791256341_1481646371,Not Socially Engaged,1481646371,2,2016-12-13 16:26:11,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,37,,30,64250000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44087,Referral,20161213,8128044276581168688,8128044276581168688_1481617035,Not Socially Engaged,1481617035,1,2016-12-13 08:17:15,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Milpitas,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,37,1,28,26380000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44089,Direct,20161213,1255447654498305534,1255447654498305534_1481659115,Not Socially Engaged,1481659115,1,2016-12-13 19:58:35,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Charlotte,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Charlotte NC,(not set),not available in demo dataset,North Carolina,Northern America,,37,1,30,15980000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
44093,Referral,20161213,9935363478089463685,9935363478089463685_1481647936,Not Socially Engaged,1481647936,3,2016-12-13 16:52:16,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Jersey City,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,verizon.net,not available in demo dataset,New Jersey,Northern America,,39,,31,102300000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44094,Referral,20161213,0827721047010562264,0827721047010562264_1481648907,Not Socially Engaged,1481648907,3,2016-12-13 17:08:27,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mexico City,not available in demo dataset,Americas,Mexico,not available in demo dataset,not available in demo dataset,(not set),(not set),not available in demo dataset,Mexico City,Central America,,39,,29,129190000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44098,Display,20161213,2942212781099976151,2942212781099976151_1481647875,Not Socially Engaged,1481647875,2,2016-12-13 16:51:15,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,43,,30,65570000,1,,,not available in demo dataset,,-1,,,(not set),-1,,cpm,,dfa,unknown
44099,Direct,20161213,9079614112770240084,9079614112770240084_1481646725,Not Socially Engaged,1481646725,2,2016-12-13 16:32:05,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,43,,42,179750000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
44100,Referral,20161213,5749321926429914801,5749321926429914801_1481689789,Not Socially Engaged,1481689789,4,2016-12-14 04:29:49,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,43,,37,78360000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44102,Organic Search,20161213,3756657782077054596,3756657782077054596_1481663916,Not Socially Engaged,1481663916,2,2016-12-13 21:18:36,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,not available in demo dataset,not available in demo dataset,Northern America,,44,,34,16460000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
44105,Referral,20161213,7796255033922388892,7796255033922388892_1481654802,Not Socially Engaged,1481654802,2,2016-12-13 18:46:42,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Pittsburgh,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Pittsburgh PA,(not set),not available in demo dataset,Pennsylvania,Northern America,,45,,38,122380000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44108,Organic Search,20161213,3938732013035143854,3938732013035143854_1481647572,Not Socially Engaged,1481647572,1,2016-12-13 16:46:12,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,46,1,38,214360000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
44110,Direct,20161213,9771437221362506189,9771437221362506189_1481694509,Not Socially Engaged,1481694509,11,2016-12-14 05:48:29,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Diego,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Diego CA,(not set),not available in demo dataset,California,Northern America,,49,,33,37990000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
44111,Referral,20161213,2009706373973411398,2009706373973411398_1481643785,Not Socially Engaged,1481643785,2,2016-12-13 15:43:05,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,travelnet.mx,not available in demo dataset,not available in demo dataset,Northern America,,49,,36,60690000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44112,Direct,20161213,5688849744235446525,5688849744235446525_1481646438,Not Socially Engaged,1481646438,3,2016-12-13 16:27:18,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,49,,32,107940000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
44114,Organic Search,20161213,4687536620631231250,4687536620631231250_1481681552,Not Socially Engaged,1481681552,1,2016-12-14 02:12:32,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,not available in demo dataset,not available in demo dataset,Northern America,,51,1,42,18990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
44117,Referral,20161213,1553504908601719051,1553504908601719051_1481652978,Not Socially Engaged,1481652978,4,2016-12-13 18:16:18,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,pfizer.com,not available in demo dataset,not available in demo dataset,Northern America,,55,,41,13470000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/2015/03/11/google-merch-store-new-url/,phandroid.com,unknown
44119,Paid Search,20161213,963236039015727097,963236039015727097_1481690528,Not Socially Engaged,1481690528,1,2016-12-14 04:42:08,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,everywherewireless.com,not available in demo dataset,Illinois,Northern America,,57,1,42,47570000,1,,Google Search,not available in demo dataset,Cj0KEQiA1b7CBRDjmIPL4u-Zy6gBEiQAsJhTMF7QTfCBBD2rirjzmMaWrXmUSRs3BsutddbRNG_IFzYaAt_t8P8HAQ,0,1,Top,AW - Dynamic Search Ads Whole Site,-1,6qEhsCssdK0z36ri,cpc,,google,unknown
44121,Referral,20161213,2867026002929382725,2867026002929382725_1481690045,Not Socially Engaged,1481690045,4,2016-12-14 04:34:05,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Pittsburgh,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Pittsburgh PA,comcast.net,not available in demo dataset,Pennsylvania,Northern America,,58,,45,18380000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44126,Referral,20161213,6053028616737271033,6053028616737271033_1481690853,Not Socially Engaged,1481690853,2,2016-12-14 04:47:33,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcastbusiness.net,not available in demo dataset,California,Northern America,,63,,47,138320000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44129,Referral,20161213,5531566199556647886,5531566199556647886_1481699553,Not Socially Engaged,1481699553,4,2016-12-14 07:12:33,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,cableone.net,not available in demo dataset,not available in demo dataset,Northern America,,64,,50,210360000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44130,Referral,20161213,1426332006192749425,1426332006192749425_1481688817,Not Socially Engaged,1481688817,3,2016-12-14 04:13:37,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,65,,43,95130000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44132,Referral,20161213,8768174564332889527,8768174564332889527_1481665483,Not Socially Engaged,1481665483,2,2016-12-13 21:44:43,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,69,,51,93500000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44133,Organic Search,20161213,5535005184327242090,5535005184327242090_1481634145,Not Socially Engaged,1481634145,2,2016-12-13 13:02:25,Edge,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,69,,49,40970000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
44134,Referral,20161213,1277222785270876004,1277222785270876004_1481670087,Not Socially Engaged,1481670087,3,2016-12-13 23:01:27,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,71,,52,40770000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44135,Organic Search,20161213,047096740790346861,047096740790346861_1481653607,Not Socially Engaged,1481653607,6,2016-12-13 18:26:47,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,72,,57,1679720000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
44136,Referral,20161213,3533321695674569475,3533321695674569475_1481675888,Not Socially Engaged,1481675888,1,2016-12-14 00:38:08,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,74,1,56,256700000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44137,Referral,20161213,4951643151731925261,4951643151731925261_1481695630,Not Socially Engaged,1481695630,2,2016-12-14 06:07:10,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,South San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,77,,33,91140000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/a/google.com/google-merchandise-store/on-site-store/mountain-view-store,sites.google.com,unknown
44140,Referral,20161213,9065887794578941073,9065887794578941073_1481687888,Not Socially Engaged,1481687888,1,2016-12-14 03:58:08,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,80,1,60,119980000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44141,Referral,20161213,2528617155272094595,2528617155272094595_1481686245,Not Socially Engaged,1481686245,2,2016-12-14 03:30:45,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,89,,66,220720000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44142,Referral,20161213,2920950269946903107,2920950269946903107_1481649984,Not Socially Engaged,1481649984,2,2016-12-13 17:26:24,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,90,,72,27180000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
44144,Referral,20161213,3158455409969332495,3158455409969332495_1481681694,Not Socially Engaged,1481681694,6,2016-12-14 02:14:54,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Jose,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,108,,78,1509390000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
44489,Social,20161213,5271119113889748142,5271119113889748142_1481648082,Not Socially Engaged,1481648082,3,2016-12-13 16:54:42,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,19,,16,17590000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/a/google.com/forum/,groups.google.com,unknown
46289,Direct,20170519,8281062230897695095,8281062230897695095_1495252935,Not Socially Engaged,1495252935,1,2017-05-20 04:02:15,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,Northern America,,7,1,7,34770000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
46467,Organic Search,20170519,3055210275041063750,3055210275041063750_1495206993,Not Socially Engaged,1495206993,2,2017-05-19 15:16:33,Internet Explorer,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Cambridge,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Boston MA-Manchester NH,harvard.edu,not available in demo dataset,Massachusetts,Northern America,,12,,10,199980000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
46480,Organic Search,20170519,4955635156977445979,4955635156977445979_1495208948,Not Socially Engaged,1495208948,3,2017-05-19 15:49:08,Firefox,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,grandenetworks.net,not available in demo dataset,not available in demo dataset,Northern America,,13,,13,15390000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
46513,Direct,20170519,4343338159400542614,4343338159400542614_1495221764,Not Socially Engaged,1495221764,1,2017-05-19 19:22:44,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,Los Angeles,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Los Angeles CA,rr.com,not available in demo dataset,California,Northern America,,15,1,11,35680000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
